idx,task_id,0_count,1_count,2_count,3_count,total_count,0_share,1_share,2_share,3_share,agreement,quadkey,Unnamed: 0,geom,taskX,taskY,url,urlB
52,20-309462-470364,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213032310,1753,"MULTIPOLYGON(((-73.7546539306641 18.1993482846078,-73.7543106079102 18.1993482846078,-73.7543106079102 18.1990221360621,-73.7546539306641 18.1990221360621,-73.7546539306641 18.1993482846078)))",309462,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309462&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309462/470364
53,20-309462-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213032312,1752,"MULTIPOLYGON(((-73.7546539306641 18.1990221360621,-73.7543106079102 18.1990221360621,-73.7543106079102 18.198695986906,-73.7546539306641 18.198695986906,-73.7546539306641 18.1990221360621)))",309462,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309462&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309462/470365
54,20-309463-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213032133,1751,"MULTIPOLYGON(((-73.7543106079102 18.1996744325432,-73.7539672851562 18.1996744325432,-73.7539672851562 18.1993482846078,-73.7543106079102 18.1993482846078,-73.7543106079102 18.1996744325432)))",309463,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309463&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309463/470363
55,20-309463-470364,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213032311,1750,"MULTIPOLYGON(((-73.7543106079102 18.1993482846078,-73.7539672851562 18.1993482846078,-73.7539672851562 18.1990221360621,-73.7543106079102 18.1990221360621,-73.7543106079102 18.1993482846078)))",309463,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309463&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309463/470364
56,20-309463-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213032313,1749,"MULTIPOLYGON(((-73.7543106079102 18.1990221360621,-73.7539672851562 18.1990221360621,-73.7539672851562 18.198695986906,-73.7543106079102 18.198695986906,-73.7543106079102 18.1990221360621)))",309463,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309463&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309463/470365
57,20-309464-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033022,1748,"MULTIPOLYGON(((-73.7539672851562 18.1996744325432,-73.7536239624023 18.1996744325432,-73.7536239624023 18.1993482846078,-73.7539672851562 18.1993482846078,-73.7539672851562 18.1996744325432)))",309464,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309464&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309464/470363
58,20-309464-470364,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033200,1747,"MULTIPOLYGON(((-73.7539672851562 18.1993482846078,-73.7536239624023 18.1993482846078,-73.7536239624023 18.1990221360621,-73.7539672851562 18.1990221360621,-73.7539672851562 18.1993482846078)))",309464,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309464&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309464/470364
59,20-309464-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033202,1746,"MULTIPOLYGON(((-73.7539672851562 18.1990221360621,-73.7536239624023 18.1990221360621,-73.7536239624023 18.198695986906,-73.7539672851562 18.198695986906,-73.7539672851562 18.1990221360621)))",309464,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309464&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309464/470365
60,20-309465-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033023,1745,"MULTIPOLYGON(((-73.7536239624023 18.1996744325432,-73.7532806396484 18.1996744325432,-73.7532806396484 18.1993482846078,-73.7536239624023 18.1993482846078,-73.7536239624023 18.1996744325432)))",309465,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309465&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309465/470363
61,20-309465-470364,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033201,1744,"MULTIPOLYGON(((-73.7536239624023 18.1993482846078,-73.7532806396484 18.1993482846078,-73.7532806396484 18.1990221360621,-73.7536239624023 18.1990221360621,-73.7536239624023 18.1993482846078)))",309465,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309465&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309465/470364
62,20-309465-470365,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213033203,1743,"MULTIPOLYGON(((-73.7536239624023 18.1990221360621,-73.7532806396484 18.1990221360621,-73.7532806396484 18.198695986906,-73.7536239624023 18.198695986906,-73.7536239624023 18.1990221360621)))",309465,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309465&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309465/470365
63,20-309466-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033032,1742,"MULTIPOLYGON(((-73.7532806396484 18.1996744325432,-73.7529373168945 18.1996744325432,-73.7529373168945 18.1993482846078,-73.7532806396484 18.1993482846078,-73.7532806396484 18.1996744325432)))",309466,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309466&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309466/470363
64,20-309466-470364,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033210,1741,"MULTIPOLYGON(((-73.7532806396484 18.1993482846078,-73.7529373168945 18.1993482846078,-73.7529373168945 18.1990221360621,-73.7532806396484 18.1990221360621,-73.7532806396484 18.1993482846078)))",309466,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309466&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309466/470364
65,20-309466-470365,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213033212,1740,"MULTIPOLYGON(((-73.7532806396484 18.1990221360621,-73.7529373168945 18.1990221360621,-73.7529373168945 18.198695986906,-73.7532806396484 18.198695986906,-73.7532806396484 18.1990221360621)))",309466,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309466&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309466/470365
66,20-309467-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033033,1739,"MULTIPOLYGON(((-73.7529373168945 18.1996744325432,-73.7525939941406 18.1996744325432,-73.7525939941406 18.1993482846078,-73.7529373168945 18.1993482846078,-73.7529373168945 18.1996744325432)))",309467,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309467&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309467/470363
67,20-309467-470364,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033211,1738,"MULTIPOLYGON(((-73.7529373168945 18.1993482846078,-73.7525939941406 18.1993482846078,-73.7525939941406 18.1990221360621,-73.7529373168945 18.1990221360621,-73.7529373168945 18.1993482846078)))",309467,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309467&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309467/470364
68,20-309467-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033213,1737,"MULTIPOLYGON(((-73.7529373168945 18.1990221360621,-73.7525939941406 18.1990221360621,-73.7525939941406 18.198695986906,-73.7529373168945 18.198695986906,-73.7529373168945 18.1990221360621)))",309467,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309467&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309467/470365
69,20-309468-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033122,1736,"MULTIPOLYGON(((-73.7525939941406 18.1996744325432,-73.7522506713867 18.1996744325432,-73.7522506713867 18.1993482846078,-73.7525939941406 18.1993482846078,-73.7525939941406 18.1996744325432)))",309468,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309468&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309468/470363
70,20-309468-470364,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033300,1735,"MULTIPOLYGON(((-73.7525939941406 18.1993482846078,-73.7522506713867 18.1993482846078,-73.7522506713867 18.1990221360621,-73.7525939941406 18.1990221360621,-73.7525939941406 18.1993482846078)))",309468,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309468&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309468/470364
71,20-309468-470365,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213033302,1734,"MULTIPOLYGON(((-73.7525939941406 18.1990221360621,-73.7522506713867 18.1990221360621,-73.7522506713867 18.198695986906,-73.7525939941406 18.198695986906,-73.7525939941406 18.1990221360621)))",309468,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309468&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309468/470365
72,20-309469-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033123,1733,"MULTIPOLYGON(((-73.7522506713867 18.1996744325432,-73.7519073486328 18.1996744325432,-73.7519073486328 18.1993482846078,-73.7522506713867 18.1993482846078,-73.7522506713867 18.1996744325432)))",309469,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309469&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309469/470363
73,20-309469-470364,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033301,1732,"MULTIPOLYGON(((-73.7522506713867 18.1993482846078,-73.7519073486328 18.1993482846078,-73.7519073486328 18.1990221360621,-73.7522506713867 18.1990221360621,-73.7522506713867 18.1993482846078)))",309469,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309469&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309469/470364
74,20-309469-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033303,1731,"MULTIPOLYGON(((-73.7522506713867 18.1990221360621,-73.7519073486328 18.1990221360621,-73.7519073486328 18.198695986906,-73.7522506713867 18.198695986906,-73.7522506713867 18.1990221360621)))",309469,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309469&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309469/470365
75,20-309470-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033132,1730,"MULTIPOLYGON(((-73.7519073486328 18.1996744325432,-73.7515640258789 18.1996744325432,-73.7515640258789 18.1993482846078,-73.7519073486328 18.1993482846078,-73.7519073486328 18.1996744325432)))",309470,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309470&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309470/470363
76,20-309470-470364,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213033310,1729,"MULTIPOLYGON(((-73.7519073486328 18.1993482846078,-73.7515640258789 18.1993482846078,-73.7515640258789 18.1990221360621,-73.7519073486328 18.1990221360621,-73.7519073486328 18.1993482846078)))",309470,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309470&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309470/470364
77,20-309470-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033312,1728,"MULTIPOLYGON(((-73.7519073486328 18.1990221360621,-73.7515640258789 18.1990221360621,-73.7515640258789 18.198695986906,-73.7519073486328 18.198695986906,-73.7519073486328 18.1990221360621)))",309470,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309470&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309470/470365
78,20-309471-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213033133,1727,"MULTIPOLYGON(((-73.7515640258789 18.1996744325432,-73.751220703125 18.1996744325432,-73.751220703125 18.1993482846078,-73.7515640258789 18.1993482846078,-73.7515640258789 18.1996744325432)))",309471,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309471&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309471/470363
79,20-309471-470364,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213033311,1726,"MULTIPOLYGON(((-73.7515640258789 18.1993482846078,-73.751220703125 18.1993482846078,-73.751220703125 18.1990221360621,-73.7515640258789 18.1990221360621,-73.7515640258789 18.1993482846078)))",309471,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309471&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309471/470364
80,20-309471-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213033313,1725,"MULTIPOLYGON(((-73.7515640258789 18.1990221360621,-73.751220703125 18.1990221360621,-73.751220703125 18.198695986906,-73.7515640258789 18.198695986906,-73.7515640258789 18.1990221360621)))",309471,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309471&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309471/470365
81,20-309472-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213122022,1724,"MULTIPOLYGON(((-73.751220703125 18.1996744325432,-73.7508773803711 18.1996744325432,-73.7508773803711 18.1993482846078,-73.751220703125 18.1993482846078,-73.751220703125 18.1996744325432)))",309472,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309472&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309472/470363
82,20-309472-470364,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213122200,1723,"MULTIPOLYGON(((-73.751220703125 18.1993482846078,-73.7508773803711 18.1993482846078,-73.7508773803711 18.1990221360621,-73.751220703125 18.1990221360621,-73.751220703125 18.1993482846078)))",309472,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309472&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309472/470364
83,20-309472-470365,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213122202,1722,"MULTIPOLYGON(((-73.751220703125 18.1990221360621,-73.7508773803711 18.1990221360621,-73.7508773803711 18.198695986906,-73.751220703125 18.198695986906,-73.751220703125 18.1990221360621)))",309472,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309472&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309472/470365
84,20-309473-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213122023,1721,"MULTIPOLYGON(((-73.7508773803711 18.1996744325432,-73.7505340576172 18.1996744325432,-73.7505340576172 18.1993482846078,-73.7508773803711 18.1993482846078,-73.7508773803711 18.1996744325432)))",309473,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309473&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309473/470363
85,20-309473-470364,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213122201,1720,"MULTIPOLYGON(((-73.7508773803711 18.1993482846078,-73.7505340576172 18.1993482846078,-73.7505340576172 18.1990221360621,-73.7508773803711 18.1990221360621,-73.7508773803711 18.1993482846078)))",309473,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309473&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309473/470364
86,20-309473-470365,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213122203,1719,"MULTIPOLYGON(((-73.7508773803711 18.1990221360621,-73.7505340576172 18.1990221360621,-73.7505340576172 18.198695986906,-73.7508773803711 18.198695986906,-73.7508773803711 18.1990221360621)))",309473,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309473&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309473/470365
87,20-309474-470363,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213122032,1718,"MULTIPOLYGON(((-73.7505340576172 18.1996744325432,-73.7501907348633 18.1996744325432,-73.7501907348633 18.1993482846078,-73.7505340576172 18.1993482846078,-73.7505340576172 18.1996744325432)))",309474,470363,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309474&y=470363&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309474/470363
88,20-309474-470364,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0,03221031320213122210,1717,"MULTIPOLYGON(((-73.7505340576172 18.1993482846078,-73.7501907348633 18.1993482846078,-73.7501907348633 18.1990221360621,-73.7505340576172 18.1990221360621,-73.7505340576172 18.1993482846078)))",309474,470364,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309474&y=470364&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309474/470364
89,20-309474-470365,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213122212,1716,"MULTIPOLYGON(((-73.7505340576172 18.1990221360621,-73.7501907348633 18.1990221360621,-73.7501907348633 18.198695986906,-73.7505340576172 18.198695986906,-73.7505340576172 18.1990221360621)))",309474,470365,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309474&y=470365&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309474/470365
